"participant_id","age","sex","society_type","university_degree","education_subject","appear_online_test_2_years","condition","time_question","device_changed_question","browser_changed_question","question_number","answer_correct","cheated_question","cheated_overall","device_changed_overall","browser_changed_overall","test_score","UX_Pragmatic","UX_Hedonic","UX_overall","panas_interested","panas_distressed","panas_excited","panas_upset","panas_strong","panas_guilty","panas_scared","panas_hostile","panas_enthusiastic","panas_proud","panas_irritable","panas_alert","panas_ashamed","panas_inspired","panas_nervous","panas_determined","panas_attentive","panas_jittery","panas_active","panas_afraid","positive_emotion","negative_emotion","self_efficacy","preference_for_message","correct_interpretation","not_noticed","reminded_honesty","determined_not_to_cheat","distracted","stopped_cheating","incentivised_to_look_online","no_impact","focussed_on_solving_questions","neutral_impact","feeling_watched","feeling_uncomfortable","feeling_disappointed","feeling_concerned","feeling_stressed","feeling_silly","feeling_criticised","feeling_sad","feeling_guilty","feeling_panicked","feeling_scared","feeling_worried","feeling_anxious","feeling_nervous","feeling_alerted","feeling_warned","feeling_cautious","feeling_rushed","feeling_annoyed","feeling_threatened","feeling_invaded","feeling_judged","feeling_untrusted","feeling_confused","feeling_bluffed","feeling_wasted","feeling_safe","feeling_relaxed","feeling_aware","feeling_normal","feeling_disciplined","feeling_motivated","feeling_proud","feeling_convinced","positive_views_on_others","negative_views_on_others","neutral_views_on_others","similar_views_on_others"
"P297","53","0","0","1","Social","1-5","Warning","116","0","0","5","0","1","1","0","0","0","3","3","3","5","1","5","1","5","1","1","1","5","5","1","5","1","5","1","5","5","1","5","1","5","1","5","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P277","27","1","0","1","Business","1-5","Warning","69","0","0","5","0","0","0","0","0","0","1.5","1.25","1.375","4","1","3","1","4","1","1","1","4","3","1","4","2","3","1","3","4","1","4","1","3.6","1.1","4.25","4","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P279","57","0","0","1","Business","None","Warning","119","0","0","5","0","0","0","0","0","0","0.25","-0.5","-0.125","4","5","3","2","1","1","1","2","2","1","4","3","1","1","3","1","4","3","3","3","2.3","2.5","2.5","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P334","34","1","0","0","Arts","31 or above","Control","45","0","0","5","0","0","1","0","1","0","-1.25","1","-0.125","5","4","4","2","2","1","1","1","4","1","3","4","2","3","2","4","5","3","4","1","3.6","2","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P315","32","1","0","1","Arts","None","Monitoring","69","1","0","5","0","1","1","1","0","0","3","3","3","5","1","5","1","5","1","1","1","5","5","1","5","1","3","1","5","5","1","5","1","4.8","1","5","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"P269","36","1","0","1","Arts","None","Warning","75","0","0","5","0","0","0","0","0","0","-0.75","1","0.125","4","3","3","2","1","2","2","1","3","1","1","3","1","1","3","2","3","1","1","1","2.2","1.7","2.625","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P286","67","1","0","0","Arts","31 or above","Honor code reminder","71","0","0","5","0","0","0","0","0","0","3","2.5","2.75","5","4","4","2","4","1","1","1","5","3","1","4","1","4","4","4","4","4","4","1","4.1","2","2.25","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P299","25","0","1","1","Social","None","Monitoring","46","0","0","5","0","0","1","1","0","0","0.25","-0.25","0","3","2","3","1","3","1","1","1","3","2","1","4","1","3","2","5","4","1","4","1","3.4","1.2","4.625","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P293","19","0","0","0","Other","None","Monitoring","92","0","0","5","0","0","0","0","0","0","1.5","0.5","1","3","3","2","3","2","1","1","2","2","2","2","2","1","1","2","2","2","1","1","1","1.9","1.7","2.75","3","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P347","44","1","0","0","STEM","31 or above","Warning","14","0","0","5","0","0","0","0","0","0","1.75","0","0.875","2","1","3","1","1","1","1","1","3","2","2","4","1","3","3","3","4","3","1","1","2.6","1.5","2.25","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P280","57","0","0","0","STEM","1-5","Control","35","0","0","5","0","0","0","0","0","0","2.25","1.25","1.75","4","2","4","1","3","1","1","1","4","3","1","4","1","3","2","5","4","2","4","1","3.8","1.3","3.625","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P294","42","0","0","0","Arts","1-5","Warning","44","0","0","5","0","0","0","0","0","0","1.5","0.5","1","4","1","1","1","1","1","1","1","3","1","1","3","1","1","1","4","1","1","1","1","2","1","3.875","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P302","36","0","0","0","Business","1-5","Control","37","0","0","5","0","0","1","0","0","0","-0.25","2.25","1","4","5","3","3","2","1","1","1","4","2","4","4","2","3","1","5","5","1","4","1","3.6","2","2.375","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P223","44","0","1","0","STEM","None","Monitoring","65","0","1","5","0","1","1","0","1","0","0","0","0","3","2","3","2","1","1","1","1","3","1","1","1","1","1","2","1","1","1","3","1","1.8","1.3","3","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P284","70","1","0","1","STEM","None","Control","67","0","1","5","0","1","1","1","1","0","0.25","1.5","0.875","4","1","4","1","2","1","2","1","4","3","1","3","1","3","2","4","5","1","5","1","3.7","1.2","3.375","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P235","40","1","1","1","Arts","31 or above","Warning","228","0","0","5","0","1","1","0","0","0","0.75","2.25","1.5","4","2","5","1","4","1","1","1","4","4","1","3","1","5","2","5","4","1","4","2","4.2","1.3","3.375","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P336","19","1","0","0","Other","11-20","Monitoring","44","0","0","5","0","1","1","0","0","0","2","-1.75","0.125","2","4","1","1","5","1","2","1","2","4","1","4","1","4","1","3","5","1","4","1","3.4","1.4","3.125","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P326","30","0","0","1","Arts","1-5","Control","53","0","0","5","0","0","0","0","0","0","-1.25","2.5","0.625","5","3","4","1","3","2","2","1","4","4","1","4","1","5","3","3","2","1","5","2","3.9","1.7","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P251","31","0","1","1","Other","6-10","Control","224","0","0","5","0","0","0","0","0","0","0.75","-1.25","-0.25","2","2","1","1","1","1","1","1","1","1","1","2","1","1","2","2","2","1","2","1","1.5","1.2","2.125","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P337","45","1","0","0","Other","1-5","Warning","36","0","0","5","0","0","0","0","0","0","2","1.25","1.625","4","1","3","1","3","1","1","1","3","4","2","4","1","3","1","4","4","1","3","1","3.5","1.1","3.25","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P323","46","0","0","1","Social","1-5","Control","78","0","0","5","0","0","0","0","0","0","1","1.25","1.125","5","3","5","1","1","1","2","1","4","2","3","4","4","3","5","4","5","4","5","4","3.8","2.8","2.625","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P282","19","1","0","0","Business","1-5","Control","64","0","0","5","0","0","1","0","0","0.25","2.25","-1.5","0.375","4","3","3","2","2","1","1","1","4","2","1","4","1","3","2","5","4","2","3","1","3.4","1.5","3.875","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P252","46","0","0","1","STEM","6-10","Honor code reminder","126","0","0","5","0","1","1","0","0","0","0.75","0","0.375","5","2","4","1","4","1","1","1","4","3","1","5","1","4","1","5","5","1","3","1","4.2","1.1","3.125","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"P296","25","0","0","1","STEM","None","Control","82","0","0","5","0","0","0","0","0","0","1.75","0.75","1.25","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1.9","2.625","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P321","20","0","0","1","Arts","1-5","Warning","45","0","0","5","0","0","0","0","0","0","-1","-1","-1","3","2","1","1","2","1","1","1","2","2","2","5","1","1","1","2","5","1","4","1","2.7","1.2","2","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P288","48","0","0","0","Social","1-5","Warning","134","0","0","5","0","0","0","0","0","0","-1.75","1.25","-0.25","4","4","3","1","1","1","4","2","3","1","4","4","1","2","3","2","3","3","3","4","2.6","2.7","1.375","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P268","31","1","0","1","Arts","11-20","Honor code reminder","74","0","0","5","0","0","0","0","0","0","2.75","0.25","1.5","4","3","4","1","1","1","2","1","3","1","1","4","4","2","2","3","4","3","4","2","3","2","3.75","4","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P361","36","0","0","0","Other","1-5","Monitoring","37","0","0","5","0","0","0","0","0","0","-1.5","0","-0.75","4","4","3","4","3","4","4","4","3","3","4","4","4","3","5","4","4","4","3","4","3.4","4.1","2.5","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"P291","61","1","0","0","Business","1-5","Honor code reminder","80","0","0","5","0","0","0","0","0","0","2.5","2.5","2.5","5","3","3","2","3","2","1","1","4","3","1","5","1","3","4","4","5","3","4","1","3.9","1.9","3.875","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P368","35","1","0","0","STEM","1-5","Warning","32","0","0","5","0","0","0","0","0","0","-0.25","0.5","0.125","2","1","1","1","1","1","1","1","1","1","2","3","1","1","1","1","2","1","1","1","1.4","1.1","3","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P313","57","0","0","0","Social","None","Warning","51","0","0","5","0","0","0","0","0","0","2.25","3","2.625","5","2","5","1","3","1","1","1","5","3","1","5","1","5","1","5","5","1","5","1","4.6","1.1","3.5","4","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P370","26","0","0","1","Social","6-10","Warning","27","0","0","5","0","0","0","0","0","0","0.25","0","0.125","2","4","2","3","1","1","1","2","1","1","5","3","2","1","4","4","5","3","3","1","2.3","2.6","2.875","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P359","32","0","0","0","Other","1-5","Warning","10","0","0","5","1","0","0","0","0","0.25","-2","-0.5","-1.25","1","5","1","4","1","5","5","5","1","1","5","3","3","3","4","3","3","4","3","4","2","4.4","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P382","35","0","0","1","Arts","31 or above","Control","28","0","0","5","0","0","0","0","0","0","1","-0.75","0.125","4","2","1","1","2","1","1","1","2","1","1","2","1","2","1","2","2","1","2","1","2","1.1","2","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P308","28","1","0","0","Arts","1-5","Honor code reminder","102","0","0","5","0","0","0","0","0","0","-1.5","-1.75","-1.625","2","3","1","1","1","2","1","1","1","1","3","1","1","1","2","3","3","1","1","1","1.5","1.6","2.25","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P345","49","0","0","1","STEM","None","Warning","53","0","0","5","0","0","0","0","0","0","-1.5","-0.5","-1","2","4","1","1","1","1","1","1","1","1","3","2","2","1","4","3","3","4","2","1","1.7","2.2","1.75","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P383","32","0","0","1","Business","None","Control","7","0","0","5","0","0","0","0","0","0","-0.5","-0.5","-0.5","2","1","1","1","1","1","1","1","2","1","1","3","1","1","1","3","3","1","1","1","1.8","1","3.25","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P354","60","1","0","1","Arts","1-5","Warning","47","0","0","5","0","0","0","0","0","0","0.25","1","0.625","4","2","3","2","3","1","2","1","4","1","2","4","2","3","2","3","4","2","3","2","3.2","1.8","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P331","30","1","0","0","Business","None","Honor code reminder","84","0","0","5","0","0","0","0","0","0","-0.75","0.5","-0.125","2","2","1","2","1","1","1","1","1","2","3","3","4","2","2","3","3","2","1","1","1.9","1.9","3.25","2","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P320","23","0","0","0","Other","1-5","Control","77","0","0","5","0","0","0","0","0","0","-1","-2.25","-1.625","1","5","2","4","1","2","2","3","2","1","4","2","4","1","4","2","1","3","2","4","1.5","3.5","1.125","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P300","38","0","0","1","STEM","31 or above","Warning","78","0","0","5","0","0","0","0","0","0","-1","0.5","-0.25","4","3","4","3","2","3","4","3","4","2","3","4","4","3","4","4","3","3","4","4","3.4","3.4","3.625","4","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P301","43","1","0","0","Business","None","Monitoring","127","0","0","5","0","0","0","0","0","0","-1.25","1.5","0.125","4","4","3","4","1","1","4","1","4","2","3","4","4","4","3","4","4","4","3","4","3.3","3.2","3.125","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P319","56","1","0","1","Business","1-5","Control","75","0","0","5","0","0","0","0","0","0","-1.75","2.5","0.375","5","3","5","2","3","3","1","1","5","2","3","5","1","3","1","5","5","1","5","1","4.3","1.7","4.5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P344","40","0","0","1","","1-5","Monitoring","110","0","0","5","0","0","0","0","0","0","1.75","2.25","2","4","2","4","1","3","1","2","1","4","3","1","4","1","3","2","4","4","1","4","2","3.7","1.4","4","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"P415","37","1","0","0","Business","11-20","Monitoring","1","0","0","5","0","0","0","0","0","0","-1","0.75","-0.125","2","1","1","1","1","1","1","1","1","1","2","2","1","1","1","2","2","1","1","1","1.4","1.1","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P328","53","1","0","1","STEM","1-5","Honor code reminder","71","0","0","5","0","0","0","0","0","0","2","1.5","1.75","4","1","3","1","1","1","1","1","3","3","1","5","1","2","2","3","5","2","2","1","3.1","1.2","3.375","4","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P376","38","0","0","1","Healthcare","1-5","Honor code reminder","69","0","0","5","0","0","0","0","0","0","-0.75","-0.25","-0.5","4","4","1","1","1","1","1","2","5","1","3","5","5","1","4","4","5","3","5","1","3.2","2.5","2.125","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P342","37","1","0","0","Business","1-5","Monitoring","93","0","0","5","0","0","0","0","0","0","2.25","-0.75","0.75","5","1","2","1","1","1","1","2","5","1","2","4","2","1","1","3","5","1","3","1","3","1.3","3.125","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P340","28","1","0","0","Arts","1-5","Warning","39","0","0","5","0","0","0","0","0","0","2","0","1","4","3","3","1","2","1","1","1","4","3","2","4","1","2","3","4","5","3","3","1","3.4","1.7","4","4","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P395","34","0","0","1","Social","1-5","Warning","24","0","0","5","0","0","0","0","0","0","1.75","0.75","1.25","4","2","4","1","3","1","1","1","4","3","1","4","2","4","3","4","4","3","3","1","3.7","1.6","3.125","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P377","42","0","0","0","Other","1-5","Control","31","0","0","5","0","1","1","0","0","0","2.5","1.75","2.125","4","1","3","1","2","1","1","1","3","3","1","4","1","3","1","4","4","1","2","1","3.2","1","3.875","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P396","21","0","1","1","Social","21-30","Warning","22","0","0","5","0","1","1","0","0","0","2.25","2.5","2.375","4","2","4","1","4","1","1","1","4","4","1","4","1","4","2","4","4","1","4","1","4","1.2","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"P311","34","0","0","0","Social","21-30","Control","114","0","0","5","0","0","0","0","0","0","-2.5","3","0.25","5","5","5","4","2","1","1","1","5","3","5","5","4","5","4","4","5","5","5","2","4.4","3.2","3.5","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P316","36","0","0","0","Other","1-5","Honor code reminder","105","0","0","5","0","0","0","0","0","0","1.25","-0.5","0.375","4","1","3","2","1","1","1","1","4","2","3","5","1","1","1","4","5","2","3","1","3.2","1.4","3.75","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"P324","59","0","0","1","Healthcare","None","Warning","132","0","0","5","0","0","0","0","0","0","0","0.75","0.375","5","1","1","1","3","1","1","1","3","1","2","5","2","1","1","4","5","1","5","1","3.3","1.2","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P350","21","1","0","0","Other","6-10","Control","52","0","0","5","0","0","0","0","0","0","2.75","-1","0.875","2","1","3","1","1","1","1","1","2","3","4","4","1","1","1","4","4","1","4","1","2.8","1.3","3.75","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P346","20","0","0","0","STEM","11-20","Honor code reminder","79","0","0","5","0","0","0","0","0","0.25","2.25","-0.5","0.875","4","3","3","3","1","2","2","3","3","3","3","4","4","3","3","4","4","4","4","3","3.3","3","3.75","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P312","67","0","0","0","STEM","1-5","Monitoring","59","0","0","5","0","0","0","0","0","0","2.75","1.25","2","5","2","3","1","3","1","1","1","4","2","1","4","1","3","1","3","5","2","3","1","3.5","1.2","3.5","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P384","24","1","0","1","Other","31 or above","Monitoring","43","0","0","5","0","0","0","0","0","0","-1.75","1","-0.375","3","3","2","1","2","1","3","2","3","2","3","4","1","2","3","4","4","2","3","2","2.9","2.1","3.5","3","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"P348","38","1","0","0","Arts","6-10","Honor code reminder","80","0","0","5","0","0","1","1","0","0","-0.25","-0.5","-0.375","4","1","2","1","2","1","1","1","4","1","2","5","1","3","1","4","5","2","3","1","3.3","1.2","2.75","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P353","21","0","1","1","Arts","1-5","Honor code reminder","100","0","0","5","0","0","0","0","0","0","-0.25","-1.5","-0.875","2","5","1","1","1","1","5","5","1","1","5","5","5","1","5","1","3","5","5","5","2.1","4.2","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P349","37","1","0","1","Business","1-5","Warning","112","0","0","5","0","1","1","0","0","0","1","2.75","1.875","5","3","5","1","5","1","2","2","5","5","1","5","1","3","2","5","5","3","5","1","4.8","1.7","4.875","5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"P374","41","0","0","1","Business","None","Warning","54","0","0","5","0","0","0","0","0","0","1.5","-1","0.25","3","3","2","1","1","1","1","1","2","1","2","2","1","1","1","3","3","1","1","1","1.9","1.3","3.25","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P428","27","0","0","1","Arts","1-5","Warning","35","0","1","5","0","1","1","0","1","0","2.25","1.5","1.875","5","1","5","1","4","1","1","1","5","4","1","5","1","5","1","5","5","1","3","1","4.6","1","4.75","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"P330","56","1","0","1","Social","1-5","Control","110","0","0","5","0","0","0","0","0","0","1.5","0.75","1.125","4","2","2","2","1","1","1","1","3","2","1","3","1","1","1","3","3","1","2","1","2.4","1.2","2.375","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P325","50","1","0","1","STEM","1-5","Control","83","0","0","5","0","0","0","0","0","0","1.75","0.75","1.25","5","2","2","3","2","1","1","1","2","1","3","5","2","3","1","4","5","2","3","1","3.2","1.7","2.125","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P322","62","1","0","0","STEM","1-5","Monitoring","63","0","0","5","0","0","0","0","0","0","-1","2.5","0.75","5","4","4","4","3","1","4","1","4","3","3","5","1","3","5","5","5","5","5","2","4.2","3","3.625","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P392","61","0","0","0","Healthcare","1-5","Honor code reminder","50","0","0","5","0","0","0","0","0","0","-0.25","0.75","0.25","5","1","4","1","1","1","1","1","4","1","1","4","1","4","1","5","4","1","4","1","3.6","1","2.5","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
